"","ec5_uuid","created_at","Test","Hexagon","Plot","Species","Other_spp","Live_status","DBH","X28_Age_Taken","Code","Height.x","Cruise_tree_class","Crown_class","Conk","Blind_conk","Fork_crook","Scar","Frost_damage","Mistletoe","Rotten_bark","Dead_broken_top","Insect_damage","Fire_damage","Down_tree","Comments","Species1.x","Plot.id","Date","Species1.y","Distance","Bearing","Height.y","Age.ca","Technique","Additional.Comments"
"1274","57cbd5aa-b04c-45ec-aa1b-9c53adc089db","2021-08-09T19:09:18.833Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",24.8,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1275","ab37901f-29de-47d7-9425-1601484a97c0","2021-08-09T19:07:39.514Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",19.9,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1276","2d78184e-c4f9-4bfa-b487-ee8d1d26e650","2021-08-09T19:06:12.594Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",24.6,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1277","5b821624-b1d6-492b-b67a-7d5a76132c66","2021-08-09T19:04:54.331Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",18.2,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1278","95e68ae3-f74f-46dd-934d-a9c5197ce17f","2021-08-09T19:04:50.189Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",36,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1279","ddbe4d07-c056-4889-bfcd-dd7afd88e1a3","2021-08-09T19:02:47.508Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",18.9,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1280","1511c684-88d8-44e6-aa7f-f44e9a8fb44c","2021-08-09T19:02:09.602Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",43.8,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1281","3abb919c-8b42-4a15-ad62-89bb9ec3ba81","2021-08-09T19:01:24.337Z","No, 11.28m Plot - Core Tree collection","19","4","Other","Unknown","Snag (Dead) (45-90%) ",33.6,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"5: Top and middle","7: Grey Attack (Spruce and Fir)",NA,NA,NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1282","cdd89d44-1412-4f2b-9037-eb077ed080b4","2021-08-09T19:00:27.496Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",41.3,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1283","e8181709-74f7-428d-87e2-16c64cbc326e","2021-08-09T18:58:34.906Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",13.9,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1284","5550de59-3a84-431e-9cf0-d3080a1b7450","2021-08-09T18:46:34.162Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",12,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1285","e54e917e-d66b-4a47-9666-b696ebf1adc6","2021-08-09T18:45:11.277Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",28.3,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1286","ca24a182-b21b-4305-aa6d-ea4c93efca64","2021-08-09T18:45:08.183Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",22.8,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,"3: Top 1/3 only","1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,"Sapsucker damage.","Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1287","a2276e38-7fa4-4bd9-b0d4-a35555be0c17","2021-08-09T18:44:16.721Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",28.5,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1288","0d5f2074-6d61-4fd1-b807-b5f604f0a781","2021-08-09T18:42:56.880Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",13.3,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1289","8ca2cc69-d0bf-4a76-b6cf-c8aed102adc7","2021-08-09T18:41:35.991Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",35.9,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1290","d98fe237-22c8-4d11-8d87-0b5de5d9e10a","2021-08-09T18:40:44.757Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",21.2,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1291","9ce65bc6-bcc0-4b1f-8fd3-29557f6fa996","2021-08-09T18:40:28.607Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",39.2,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1292","2a461914-f356-4bf9-8215-6f67660e42b3","2021-08-09T18:39:09.479Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",48.9,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1293","592cfe6b-f79b-4e41-950a-3efb5ec14635","2021-08-09T18:38:09.401Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",12.5,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1294","7bfc7d9f-0eef-4626-9fa7-ff81f95ad0c2","2021-08-09T18:37:32.337Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",43.8,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1295","557aaaff-5d11-4a9e-a620-57da97f252a4","2021-08-09T18:36:17.964Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",11.3,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1296","581fd26c-ff4f-4b38-8d87-24472b012ea5","2021-08-09T18:36:04.863Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",38.5,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1297","2552705f-47ed-4178-b566-c9f4112876ff","2021-08-09T18:35:36.737Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",25.3,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1298","2ee69bad-233c-47fe-a69a-b091951b52d6","2021-08-09T18:34:40.585Z","No, 11.28m Plot - Core Tree collection","19","4","Pl: lodgepole pine",NA,"Down (Dead) (0-45%)",36.2,NA,NA,NA,"7: Mature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,"3: Grey Attach (Balsam, White, Yellow or Lodgepole Pine)",NA,"E: Less than or equal to one clean break",NA,"Pl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1299","95b87db7-d75a-4059-af82-593a60b573ba","2021-08-09T18:34:21.052Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",9.7,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,"7: Grey Attack (Spruce and Fir)",NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1300","afc46422-eedf-46f1-bc41-cc83d1b4c090","2021-08-09T18:33:05.327Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",14.7,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"5: Top and middle","7: Grey Attack (Spruce and Fir)",NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1301","ae2d2bef-6cc5-4461-9a40-9fa8e3f2a6ca","2021-08-09T18:32:32.689Z","No, 11.28m Plot - Core Tree collection","19","4","Other",NA,"Down (Dead) (0-45%)",39.7,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1302","3ca40cdf-5e3c-4708-a869-517e2f078d97","2021-08-09T18:32:02.374Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",43.9,NA,NA,NA,"7: Mature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1303","ac326927-7b10-4d25-8b81-f151c08b1d47","2021-08-09T18:29:18.903Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",19.9,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1304","75568a98-260b-414f-a897-a1ff4e635fb1","2021-08-09T18:28:14.832Z","No, 11.28m Plot - Core Tree collection","19","4","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",24.3,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Sx","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1305","26630125-67d8-4f52-a3dc-0c7cc300ffdf","2021-08-09T18:26:23.230Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",19.7,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1306","08b61148-cc4d-445b-9fe7-95d87075fc37","2021-08-09T18:24:57.679Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",9,NA,NA,NA,"8: Younger immature","2 (25-50% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1307","08065167-32d2-453a-b2f4-a747f6c1840c","2021-08-09T18:23:01.305Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",22.1,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1308","0d14e54d-4faf-4fd9-9a81-64a7fb226d04","2021-08-09T18:20:59.463Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",23.8,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,"1: Bottom 1/3 only","1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1309","fed74dd4-8143-4a6b-997f-87d67ce05d28","2021-08-09T18:19:23.108Z","No, 11.28m Plot - Core Tree collection","19","4","Bl: subalpine fir",NA,"Standing (Live)",17.3,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H19P4",NA,NA,NA,NA,NA,NA,NA,NA
"1310","0bb46ef8-5be0-43bb-8946-7217599b317a","2021-08-16T20:30:33.339Z","No, 11.28m Plot - Core Tree collection","20","9","Other",NA,"Down (Dead) (0-45%)",42.3,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1311","c60b3a4b-66eb-492d-a325-3b66e4e96dfb","2021-08-16T20:27:58.807Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",43.1,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1312","ed5063a2-eccb-433b-bd0e-7950fc76bb6b","2021-08-16T20:26:47.250Z","No, 11.28m Plot - Core Tree collection","20","9","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",47.1,NA,NA,NA,"7: Mature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Sx","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1313","dfad25e1-a734-45e4-868a-b8c5097605a2","2021-08-16T20:24:42.158Z","No, 11.28m Plot - Core Tree collection","20","9","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",34.5,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Sx","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1314","30608b14-de79-4733-9a08-e606a786bcc0","2021-08-16T20:23:58.663Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",24.8,NA,NA,NA,"3: Older Immature. Dead Potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1315","d761798d-da2d-469c-86af-27b49c0e2849","2021-08-16T20:22:07.840Z","No, 11.28m Plot - Core Tree collection","20","9","Other",NA,"Down (Dead) (0-45%)",28,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1316","20561f9d-0c30-45cf-8f37-a6b522b3385d","2021-08-16T20:19:37.527Z","No, 11.28m Plot - Core Tree collection","20","9","Other",NA,"Down (Dead) (0-45%)",32.4,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1317","b8c75ff3-823e-4622-8d60-bbf891c112d0","2021-08-16T20:12:31.095Z","No, 11.28m Plot - Core Tree collection","20","9","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",54.3,NA,NA,NA,"7: Mature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Sx","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1318","a56ffc3a-e4c3-4870-b882-57d7d9106698","2021-08-16T20:09:57.719Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",30.7,NA,NA,NA,"7: Mature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1319","2d384fa6-2fa7-49ba-94a7-1d0ec23d7943","2021-08-16T20:09:15.096Z","No, 11.28m Plot - Core Tree collection","20","9","Sx: spruce hybrid",NA,"Down (Dead) (0-45%)",38.2,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Sx","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1320","cc0f87d9-905d-4e92-bbe8-fddc85650815","2021-08-16T20:08:27.622Z","No, 11.28m Plot - Core Tree collection","20","9","Other",NA,"Down (Dead) (0-45%)",41.9,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Other","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1321","d0649882-9668-4937-9cc0-4642404f468b","2021-08-16T20:07:23.037Z","No, 11.28m Plot - Core Tree collection","20","9","Other",NA,"Down (Dead) (0-45%)",42.7,NA,NA,NA,"4: Dead useless","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G: More than one clean break OR more shattered Break ",NA,"Other","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1322","d5e4d18b-e4c2-4816-bc1a-449583ae00be","2021-08-16T20:06:40.487Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Down (Dead) (0-45%)",22.7,NA,NA,NA,"3: Older Immature. Dead Potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E: Less than or equal to one clean break",NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1323","918bb649-4c4f-4a97-ac8d-227482af1548","2021-08-16T20:01:49.971Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",21.3,NA,NA,NA,"2: Older immature - Suspect","4 (75-100% healthy)",NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1324","987f97cf-ab19-4072-a2b5-4113001585d7","2021-08-16T19:59:58.424Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",14.7,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1325","d6dc283a-26bd-4e72-ae85-5a66a9667b8b","2021-08-16T19:54:03.314Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",13.4,NA,NA,NA,"9: Younger immature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,"1: Bottom 1/3 only",NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1326","352e80b7-25d8-4160-9fa9-7d600a2c2aff","2021-08-16T19:49:41.663Z","No, 11.28m Plot - Core Tree collection","20","9","Sx: spruce hybrid",NA,"Standing (Live)",13,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Sx","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1327","26763077-2dff-4ec3-a8c7-afb715163c81","2021-08-16T19:49:01.125Z","No, 11.28m Plot - Core Tree collection","20","9","Sx: spruce hybrid",NA,"Standing (Live)",8.4,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sx","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1328","abcd2a4e-29e9-4a0a-b363-63b37dfc6217","2021-08-16T19:47:55.789Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",9,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1329","f777e467-18a0-495a-8db2-acf3b787a855","2021-08-16T19:47:03.672Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",28.2,NA,NA,NA,"2: Older immature - Suspect","4 (75-100% healthy)",NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1330","6b4c6352-3c0d-4bdc-bae6-af82f2d35857","2021-08-16T19:45:35.414Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",32.3,NA,NA,NA,"5: Mature","4 (75-100% healthy)",NA,NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1331","7f10b496-ef8e-43cf-9a03-0671a4765bc7","2021-08-16T19:43:22.760Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",16.2,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1332","d8fb3d49-96e0-4952-878e-3e66ea2acd50","2021-08-16T19:42:30.358Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",10.3,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1333","d139d7cb-35bf-4c9f-bd75-a2de88407d60","2021-08-16T19:40:40.251Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",14.5,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1334","e87974f7-bb8d-4531-b534-2c1e0f0f76b4","2021-08-16T19:39:35.326Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",8.9,NA,NA,NA,"8: Younger immature","3 (50-75% healthy)",NA,NA,NA,"1: Bottom 1/3 only",NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1335","d7993bd9-b956-4f2c-a67f-98bec385c630","2021-08-16T19:38:50.722Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",15.4,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"3: Top 1/3 only",NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1336","8effd6d2-bcf1-4d37-a49a-bf9ee55934df","2021-08-16T19:37:37.735Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Snag (Dead) (45-90%) ",12.4,NA,NA,NA,"9: Younger immature - Dead potential","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,"4: Bottom and middle",NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1337","473d6d5d-d17b-46f9-9b1c-7a39b73c6c83","2021-08-16T19:35:57.802Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",7.7,NA,NA,NA,"8: Younger immature","1 (0-25% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
"1338","5f42b404-6ece-402d-8a27-42cc47096346","2021-08-16T19:34:50.355Z","No, 11.28m Plot - Core Tree collection","20","9","Bl: subalpine fir",NA,"Standing (Live)",17.6,NA,NA,NA,"8: Younger immature","4 (75-100% healthy)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bl","H20P9",NA,NA,NA,NA,NA,NA,NA,NA
